YYYY-MM-DDTHH:MM:SS,Scan,SourceName,ScanType,Receiver,Backend,Frequency,Line,Az,El,PWV
2019-05-13T01:55:54,18863,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-157.9,+81.9,0.48
2019-05-13T01:55:54,18863,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-157.9,+81.9,0.48
2019-05-13T01:59:42,18864,NGC3603-mos,raster,ARTEMIS450,BEAR1,666.2,None,-163.1,+48.2,0.46
2019-05-13T01:59:42,18864,NGC3603-mos,raster,ARTEMIS350,BEAR1,865.55,None,-163.1,+48.2,0.46
2019-05-13T02:44:49,18865,Carina,point,ARTEMIS450,BEAR1,666.2,None,-152.4,+42.8,0.44
2019-05-13T02:44:49,18865,Carina,point,ARTEMIS350,BEAR1,865.55,None,-152.4,+42.8,0.44
2019-05-13T02:46:18,18866,NGC3603-mos,otf,ARTEMIS450,BEAR1,666.2,None,-157.1,+44.5,0.44
2019-05-13T02:46:18,18866,NGC3603-mos,otf,ARTEMIS350,BEAR1,865.55,None,-157.1,+44.5,0.44
2019-05-13T03:20:50,18867,Carina,point,ARTEMIS450,BEAR1,666.2,None,-149.6,+38.7,0.42
2019-05-13T03:20:50,18867,Carina,point,ARTEMIS350,BEAR1,865.55,None,-149.6,+38.7,0.42
2019-05-13T03:22:59,18868,NGC3603-mos,otf,ARTEMIS450,BEAR1,666.2,None,-153.6,+40.9,0.42
2019-05-13T03:22:59,18868,NGC3603-mos,otf,ARTEMIS350,BEAR1,865.55,None,-153.6,+40.9,0.42
2019-05-13T03:52:09,18869,Carina,point,ARTEMIS450,BEAR1,666.2,None,-148.1,+35.0,0.40
2019-05-13T03:52:09,18869,Carina,point,ARTEMIS350,BEAR1,865.55,None,-148.1,+35.0,0.40
2019-05-13T03:53:37,18870,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-148.0,+81.9,0.39
2019-05-13T03:53:37,18870,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-148.0,+81.9,0.39
2019-05-13T03:57:29,18871,NGC3603-mos,otf,ARTEMIS450,BEAR1,666.2,None,-151.2,+37.2,0.39
2019-05-13T03:57:29,18871,NGC3603-mos,otf,ARTEMIS350,BEAR1,865.55,None,-151.2,+37.2,0.39
2019-05-13T04:43:34,18872,N/A,load,ARTEMIS450,BEAR1,666.2,None,-149.2,+32.5,0.38
2019-05-13T04:43:34,18872,N/A,load,ARTEMIS350,BEAR1,865.55,None,-149.2,+32.5,0.38
2019-05-13T04:44:52,18873,N/A,load,ARTEMIS450,BEAR1,666.2,None,-149.2,+32.5,0.39
2019-05-13T04:44:52,18873,N/A,load,ARTEMIS350,BEAR1,865.55,None,-149.2,+32.5,0.39
2019-05-13T04:46:13,18874,ARP220,go,ARTEMIS450,BEAR1,666.2,None,-0.8,+43.6,0.39
2019-05-13T04:46:13,18874,ARP220,go,ARTEMIS350,BEAR1,865.55,None,-0.8,+43.6,0.39
2019-05-13T04:46:48,18875,G5.89,point,ARTEMIS450,BEAR1,666.2,None,+99.1,+57.3,0.39
2019-05-13T04:46:48,18875,G5.89,point,ARTEMIS350,BEAR1,865.55,None,+99.1,+57.3,0.39
2019-05-13T04:48:03,18876,G10.62,point,ARTEMIS450,BEAR1,666.2,None,+92.4,+54.6,0.41
2019-05-13T04:48:03,18876,G10.62,point,ARTEMIS350,BEAR1,865.55,None,+92.4,+54.6,0.41
2019-05-13T04:49:33,18877,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,+92.3,+81.9,0.42
2019-05-13T04:49:33,18877,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,+92.3,+81.9,0.42
2019-05-13T04:53:53,18878,M16F,otf,ARTEMIS450,BEAR1,666.2,None,+82.6,+52.4,0.42
2019-05-13T04:53:53,18878,M16F,otf,ARTEMIS350,BEAR1,865.55,None,+82.6,+52.4,0.42
2019-05-13T05:17:44,18879,M16F,otf,ARTEMIS450,BEAR1,666.2,None,+79.1,+57.8,0.39
2019-05-13T05:17:44,18879,M16F,otf,ARTEMIS350,BEAR1,865.55,None,+79.1,+57.8,0.39
2019-05-13T05:45:52,18880,G5.89,raster,ARTEMIS450,BEAR1,666.2,None,+97.3,+70.8,0.37
2019-05-13T05:45:52,18880,G5.89,raster,ARTEMIS350,BEAR1,865.55,None,+97.3,+70.8,0.37
2019-05-13T05:46:51,18881,G5.89,point,ARTEMIS450,BEAR1,666.2,None,+97.3,+71.0,0.37
2019-05-13T05:46:51,18881,G5.89,point,ARTEMIS350,BEAR1,865.55,None,+97.3,+71.0,0.37
2019-05-13T05:47:50,18882,G10.62,point,ARTEMIS450,BEAR1,666.2,None,+86.2,+68.4,0.36
2019-05-13T05:47:50,18882,G10.62,point,ARTEMIS350,BEAR1,865.55,None,+86.2,+68.4,0.36
2019-05-13T05:49:08,18883,G10.62,Z-Focus,ARTEMIS450,BEAR1,666.2,None,+86.0,+68.7,0.36
2019-05-13T05:49:08,18883,G10.62,Z-Focus,ARTEMIS350,BEAR1,865.55,None,+86.0,+68.7,0.36
2019-05-13T05:52:46,18884,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,+85.5,+81.9,0.35
2019-05-13T05:52:46,18884,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,+85.5,+81.9,0.35
2019-05-13T05:56:58,18885,M16F,otf,ARTEMIS450,BEAR1,666.2,None,+71.1,+66.5,0.36
2019-05-13T05:56:58,18885,M16F,otf,ARTEMIS350,BEAR1,865.55,None,+71.1,+66.5,0.36
2019-05-13T06:25:09,18886,G34.3,point,ARTEMIS450,BEAR1,666.2,None,+47.5,+56.1,0.30
2019-05-13T06:25:09,18886,G34.3,point,ARTEMIS350,BEAR1,865.55,None,+47.5,+56.1,0.30
2019-05-13T06:26:45,18887,M16J,otf,ARTEMIS450,BEAR1,666.2,None,+59.8,+72.8,0.29
2019-05-13T06:26:45,18887,M16J,otf,ARTEMIS350,BEAR1,865.55,None,+59.8,+72.8,0.29
2019-05-13T06:44:38,18888,M16J,otf,ARTEMIS450,BEAR1,666.2,None,+49.4,+76.2,0.29
2019-05-13T06:44:38,18888,M16J,otf,ARTEMIS350,BEAR1,865.55,None,+49.4,+76.2,0.29
2019-05-13T07:05:21,18889,G45.1,point,ARTEMIS450,BEAR1,666.2,None,+31.0,+51.3,0.29
2019-05-13T07:05:21,18889,G45.1,point,ARTEMIS350,BEAR1,865.55,None,+31.0,+51.3,0.29
2019-05-13T07:06:28,18890,G34.3,point,ARTEMIS450,BEAR1,666.2,None,+31.0,+62.2,0.30
2019-05-13T07:06:28,18890,G34.3,point,ARTEMIS350,BEAR1,865.55,None,+31.0,+62.2,0.30
2019-05-13T07:07:40,18891,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,+30.5,+81.9,0.30
2019-05-13T07:07:40,18891,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,+30.5,+81.9,0.30
2019-05-13T07:11:25,18892,M16J,otf,ARTEMIS450,BEAR1,666.2,None,+23.7,+79.9,0.31
2019-05-13T07:11:25,18892,M16J,otf,ARTEMIS350,BEAR1,865.55,None,+23.7,+79.9,0.31
2019-05-13T07:12:18,18893,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,+22.8,+79.7,0.29
2019-05-13T07:12:18,18893,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,+22.8,+79.7,0.29
2019-05-13T07:12:46,18894,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,+22.8,+81.9,0.29
2019-05-13T07:12:46,18894,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,+22.8,+81.9,0.29
2019-05-13T07:16:59,18895,M16J,otf,ARTEMIS450,BEAR1,666.2,None,+16.3,+80.3,0.28
2019-05-13T07:16:59,18895,M16J,otf,ARTEMIS350,BEAR1,865.55,None,+16.3,+80.3,0.28
2019-05-13T07:35:49,18896,G34.3,point,ARTEMIS450,BEAR1,666.2,None,+15.6,+64.9,0.27
2019-05-13T07:35:49,18896,G34.3,point,ARTEMIS350,BEAR1,865.55,None,+15.6,+64.9,0.27
2019-05-13T07:37:26,18897,M16K,otf,ARTEMIS450,BEAR1,666.2,None,-15.2,+80.2,0.27
2019-05-13T07:37:26,18897,M16K,otf,ARTEMIS350,BEAR1,865.55,None,-15.2,+80.2,0.27
2019-05-13T07:59:56,18898,G45.1,point,ARTEMIS450,BEAR1,666.2,None,+9.6,+55.7,0.25
2019-05-13T07:59:56,18898,G45.1,point,ARTEMIS350,BEAR1,865.55,None,+9.6,+55.7,0.25
2019-05-13T08:01:01,18899,G34.3,point,ARTEMIS450,BEAR1,666.2,None,+0.6,+65.7,0.26
2019-05-13T08:01:01,18899,G34.3,point,ARTEMIS350,BEAR1,865.55,None,+0.6,+65.7,0.26
2019-05-13T08:02:34,18900,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-0.2,+81.9,0.25
2019-05-13T08:02:34,18900,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-0.2,+81.9,0.25
2019-05-13T08:06:48,18901,M16K,otf,ARTEMIS450,BEAR1,666.2,None,-46.7,+76.8,0.25
2019-05-13T08:06:48,18901,M16K,otf,ARTEMIS350,BEAR1,865.55,None,-46.7,+76.8,0.25
2019-05-13T08:23:08,18902,M16K,otf,ARTEMIS450,BEAR1,666.2,None,-57.1,+73.8,0.25
2019-05-13T08:23:08,18902,M16K,otf,ARTEMIS350,BEAR1,865.55,None,-57.1,+73.8,0.25
2019-05-13T08:47:59,18903,G5.89,point,ARTEMIS450,BEAR1,666.2,None,-97.6,+67.4,0.24
2019-05-13T08:47:59,18903,G5.89,point,ARTEMIS350,BEAR1,865.55,None,-97.6,+67.4,0.24
2019-05-13T08:49:01,18904,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-85.9,+68.9,0.24
2019-05-13T08:49:01,18904,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-85.9,+68.9,0.24
2019-05-13T08:50:14,18905,G10.62,Z-Focus,ARTEMIS450,BEAR1,666.2,None,-86.0,+68.6,0.25
2019-05-13T08:50:14,18905,G10.62,Z-Focus,ARTEMIS350,BEAR1,865.55,None,-86.0,+68.6,0.25
2019-05-13T08:53:53,18906,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-86.5,+81.9,0.24
2019-05-13T08:53:53,18906,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-86.5,+81.9,0.24
2019-05-13T08:57:34,18907,M16L,otf,ARTEMIS450,BEAR1,666.2,None,-70.7,+66.4,0.24
2019-05-13T08:57:34,18907,M16L,otf,ARTEMIS350,BEAR1,865.55,None,-70.7,+66.4,0.24
2019-05-13T09:26:13,18908,M16L,otf,ARTEMIS450,BEAR1,666.2,None,-76.9,+60.3,0.24
2019-05-13T09:26:13,18908,M16L,otf,ARTEMIS350,BEAR1,865.55,None,-76.9,+60.3,0.24
2019-05-13T09:55:05,18909,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-92.7,+53.7,0.22
2019-05-13T09:55:05,18909,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-92.7,+53.7,0.22
2019-05-13T09:56:50,18910,Neptune,point,ARTEMIS450,BEAR1,666.2,None,+69.8,+50.1,0.22
2019-05-13T09:56:50,18910,Neptune,point,ARTEMIS350,BEAR1,865.55,None,+69.8,+50.1,0.22
2019-05-13T09:58:25,18911,M16M,otf,ARTEMIS450,BEAR1,666.2,None,-82.2,+52.9,0.22
2019-05-13T09:58:25,18911,M16M,otf,ARTEMIS350,BEAR1,865.55,None,-82.2,+52.9,0.22
2019-05-13T10:25:17,18912,M16M,otf,ARTEMIS450,BEAR1,666.2,None,-85.7,+47.0,0.21
2019-05-13T10:25:17,18912,M16M,otf,ARTEMIS350,BEAR1,865.55,None,-85.7,+47.0,0.21
2019-05-13T10:51:03,18913,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-97.0,+40.8,0.20
2019-05-13T10:51:03,18913,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-97.0,+40.8,0.20
2019-05-13T10:52:33,18914,G10.62,Z-Focus,ARTEMIS450,BEAR1,666.2,None,-97.2,+40.5,0.20
2019-05-13T10:52:33,18914,G10.62,Z-Focus,ARTEMIS350,BEAR1,865.55,None,-97.2,+40.5,0.20
2019-05-13T10:56:37,18915,G5.89,point,ARTEMIS450,BEAR1,666.2,None,-103.3,+38.2,0.20
2019-05-13T10:56:37,18915,G5.89,point,ARTEMIS350,BEAR1,865.55,None,-103.3,+38.2,0.20
2019-05-13T10:57:58,18916,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-97.5,+39.2,0.20
2019-05-13T10:57:58,18916,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-97.5,+39.2,0.20
2019-05-13T10:59:14,18917,Neptune,point,ARTEMIS450,BEAR1,666.2,None,+53.2,+62.9,0.20
2019-05-13T10:59:14,18917,Neptune,point,ARTEMIS350,BEAR1,865.55,None,+53.2,+62.9,0.20
2019-05-13T11:00:36,18918,M16N,otf,ARTEMIS450,BEAR1,666.2,None,-89.5,+38.5,0.20
2019-05-13T11:00:36,18918,M16N,otf,ARTEMIS350,BEAR1,865.55,None,-89.5,+38.5,0.20
2019-05-13T11:14:05,18919,M16N,otf,ARTEMIS450,BEAR1,666.2,None,-90.7,+35.5,0.20
2019-05-13T11:14:05,18919,M16N,otf,ARTEMIS350,BEAR1,865.55,None,-90.7,+35.5,0.20
2019-05-13T11:27:15,18920,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-99.7,+32.6,0.20
2019-05-13T11:27:15,18920,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-99.7,+32.6,0.20
2019-05-13T11:28:27,18921,M16I,otf,ARTEMIS450,BEAR1,666.2,None,-92.2,+32.2,0.20
2019-05-13T11:28:27,18921,M16I,otf,ARTEMIS350,BEAR1,865.55,None,-92.2,+32.2,0.20
2019-05-13T11:41:44,18922,M16I,otf,ARTEMIS450,BEAR1,666.2,None,-93.5,+29.2,0.20
2019-05-13T11:41:44,18922,M16I,otf,ARTEMIS350,BEAR1,865.55,None,-93.5,+29.2,0.20
2019-05-13T11:54:12,18923,G10.62,point,ARTEMIS450,BEAR1,666.2,None,-101.7,+26.5,0.19
2019-05-13T11:54:12,18923,G10.62,point,ARTEMIS350,BEAR1,865.55,None,-101.7,+26.5,0.19
2019-05-13T11:55:18,18924,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-100.0,+81.9,0.19
2019-05-13T11:55:18,18924,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-100.0,+81.9,0.19
2019-05-13T11:59:13,18925,Neptune,point,ARTEMIS450,BEAR1,666.2,None,+20.8,+71.4,0.19
2019-05-13T11:59:13,18925,Neptune,point,ARTEMIS350,BEAR1,865.55,None,+20.8,+71.4,0.19
2019-05-14T10:36:05,19256,Neptune,point,ARTEMIS450,BEAR1,666.2,None,+59.6,+59.1,0.50
2019-05-14T10:36:05,19256,Neptune,point,ARTEMIS350,BEAR1,865.55,None,+59.6,+59.1,0.50
2019-05-14T10:37:47,19257,Neptune,Z-Focus,ARTEMIS450,BEAR1,666.2,None,+59.2,+59.4,0.50
2019-05-14T10:37:47,19257,Neptune,Z-Focus,ARTEMIS350,BEAR1,865.55,None,+59.2,+59.4,0.50
2019-05-14T10:41:27,19258,Neptune,Y-Focus,ARTEMIS450,BEAR1,666.2,None,+58.1,+60.1,0.48
2019-05-14T10:41:27,19258,Neptune,Y-Focus,ARTEMIS350,BEAR1,865.55,None,+58.1,+60.1,0.48
2019-05-14T10:45:38,19259,Neptune,X-Focus,ARTEMIS450,BEAR1,666.2,None,+56.8,+60.9,0.48
2019-05-14T10:45:38,19259,Neptune,X-Focus,ARTEMIS350,BEAR1,865.55,None,+56.8,+60.9,0.48
2019-05-14T10:49:23,19260,Neptune,X-Focus,ARTEMIS450,BEAR1,666.2,None,+55.5,+61.6,0.48
2019-05-14T10:49:23,19260,Neptune,X-Focus,ARTEMIS350,BEAR1,865.55,None,+55.5,+61.6,0.48
2019-05-14T10:53:14,19261,Neptune,X-Focus,ARTEMIS450,BEAR1,666.2,None,+54.2,+62.4,0.48
2019-05-14T10:53:14,19261,Neptune,X-Focus,ARTEMIS350,BEAR1,865.55,None,+54.2,+62.4,0.48
2019-05-14T10:57:26,19262,Neptune,X-Focus,ARTEMIS450,BEAR1,666.2,None,+52.6,+63.1,0.46
2019-05-14T10:57:26,19262,Neptune,X-Focus,ARTEMIS350,BEAR1,865.55,None,+52.6,+63.1,0.46
2019-05-14T10:58:00,19263,Neptune,X-Focus,ARTEMIS450,BEAR1,666.2,None,+52.4,+63.3,0.46
2019-05-14T10:58:00,19263,Neptune,X-Focus,ARTEMIS350,BEAR1,865.55,None,+52.4,+63.3,0.46
2019-05-14T11:01:42,19264,Neptune,Y-Focus,ARTEMIS450,BEAR1,666.2,None,+51.0,+63.9,0.47
2019-05-14T11:01:42,19264,Neptune,Y-Focus,ARTEMIS350,BEAR1,865.55,None,+51.0,+63.9,0.47
2019-05-14T11:05:32,19265,Neptune,point,ARTEMIS450,BEAR1,666.2,None,+49.4,+64.6,0.48
2019-05-14T11:05:32,19265,Neptune,point,ARTEMIS350,BEAR1,865.55,None,+49.4,+64.6,0.48
2019-05-14T11:09:04,19266,G5.89,point,ARTEMIS450,BEAR1,666.2,None,-104.3,+34.4,0.46
2019-05-14T11:09:04,19266,G5.89,point,ARTEMIS350,BEAR1,865.55,None,-104.3,+34.4,0.46
2019-05-14T11:12:36,19267,ACT_1904-560,go,ARTEMIS450,BEAR1,666.2,None,-146.8,+43.0,0.52
2019-05-14T11:12:36,19267,ACT_1904-560,go,ARTEMIS350,BEAR1,865.55,None,-146.8,+43.0,0.52
2019-05-14T11:12:54,19268,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-146.0,+81.9,0.52
2019-05-14T11:12:54,19268,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-146.0,+81.9,0.52
2019-05-14T11:16:53,19269,ACT_1904-560,raster,ARTEMIS450,BEAR1,666.2,None,-146.5,+42.4,0.50
2019-05-14T11:16:53,19269,ACT_1904-560,raster,ARTEMIS350,BEAR1,865.55,None,-146.5,+42.4,0.50
2019-05-14T11:48:16,19270,ACT_1904-560,raster,ARTEMIS450,BEAR1,666.2,None,-144.5,+38.3,0.48
2019-05-14T11:48:16,19270,ACT_1904-560,raster,ARTEMIS350,BEAR1,865.55,None,-144.5,+38.3,0.48
2019-05-14T12:20:04,19271,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-143.0,+81.9,0.43
2019-05-14T12:20:04,19271,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-143.0,+81.9,0.43
2019-05-14T12:24:15,19272,Saturn,point,ARTEMIS450,BEAR1,666.2,None,-100.5,+36.3,0.42
2019-05-14T12:24:15,19272,Saturn,point,ARTEMIS350,BEAR1,865.55,None,-100.5,+36.3,0.42
2019-05-14T12:27:25,19273,Neptune,point,ARTEMIS450,BEAR1,666.2,None,-4.9,+72.5,0.41
2019-05-14T12:27:25,19273,Neptune,point,ARTEMIS350,BEAR1,865.55,None,-4.9,+72.5,0.41
2019-05-14T12:30:25,19274,ACT_1904-560,raster,ARTEMIS450,BEAR1,666.2,None,-143.0,+32.5,0.40
2019-05-14T12:30:25,19274,ACT_1904-560,raster,ARTEMIS350,BEAR1,865.55,None,-143.0,+32.5,0.40
2019-05-14T13:01:52,19275,ACT_1904-560,raster,ARTEMIS450,BEAR1,666.2,None,-142.7,+28.2,0.36
2019-05-14T13:01:52,19275,ACT_1904-560,raster,ARTEMIS350,BEAR1,865.55,None,-142.7,+28.2,0.36
2019-05-14T13:32:54,19276,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-142.7,+81.9,0.39
2019-05-14T13:32:54,19276,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-142.7,+81.9,0.39
2019-05-14T13:36:56,19277,SKYDIP,skydip,ARTEMIS450,BEAR1,666.2,None,-142.7,+81.9,0.36
2019-05-14T13:36:56,19277,SKYDIP,skydip,ARTEMIS350,BEAR1,865.55,None,-142.7,+81.9,0.36
2019-05-14T13:40:57,19278,Neptune,point,ARTEMIS450,BEAR1,666.2,None,-50.7,+64.0,0.33
2019-05-14T13:40:57,19278,Neptune,point,ARTEMIS350,BEAR1,865.55,None,-50.7,+64.0,0.33
2019-05-14T13:45:32,19279,Neptune,point,ARTEMIS450,BEAR1,666.2,None,-52.4,+63.3,0.34
2019-05-14T13:45:32,19279,Neptune,point,ARTEMIS350,BEAR1,865.55,None,-52.4,+63.3,0.34
